id,poll_id,question_id,option_id,count,percentage,denominator,deminator_estimate,done_by,notes
cvvm_2014-02-06_stranicke_preference_psp_1_ods,cvvm_2014-02-06,stranicke_preference_psp_1,ods,52,0.064,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_kscm,cvvm_2014-02-06,stranicke_preference_psp_1,kscm,108,0.133,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_kducsl,cvvm_2014-02-06,stranicke_preference_psp_1,kducsl,42,0.052,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_sz,cvvm_2014-02-06,stranicke_preference_psp_1,sz,18,0.022,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_top09,cvvm_2014-02-06,stranicke_preference_psp_1,top09,76,0.093,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_vv,cvvm_2014-02-06,stranicke_preference_psp_1,vv,0,0,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_spo,cvvm_2014-02-06,stranicke_preference_psp_1,spo,2,0.002,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_hv,cvvm_2014-02-06,stranicke_preference_psp_1,hv,0,0,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_ano,cvvm_2014-02-06,stranicke_preference_psp_1,ano,178,0.219,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_usvit,cvvm_2014-02-06,stranicke_preference_psp_1,usvit,30,0.037,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_zadna,cvvm_2014-02-06,stranicke_preference_psp_1,zadna,1,0.001,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_ostatni,cvvm_2014-02-06,stranicke_preference_psp_1,ostatni,9,0.011,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_pirati,cvvm_2014-02-06,stranicke_preference_psp_1,pirati,15,0.018,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-02-06,stranicke_preference_psp_1,ostatnivyroky,6,0.007,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_nevi,cvvm_2014-02-06,stranicke_preference_psp_1,nevi,71,0.087,814,NA,Kamil Gregor,
cvvm_2014-02-06_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-02-06,stranicke_preference_psp_1,bezodpovedi,15,NA,NA,NA,Kamil Gregor,
cvvm_2014-03-06_volebni_ucast_psp_1_rozhodneano,cvvm_2014-03-06,volebni_ucast_psp_1,rozhodneano,313,0.296,1058,NA,Kamil Gregor,
cvvm_2014-03-06_volebni_ucast_psp_1_spiseano,cvvm_2014-03-06,volebni_ucast_psp_1,spiseano,314,0.297,1058,NA,Kamil Gregor,
cvvm_2014-03-06_volebni_ucast_psp_1_spisene,cvvm_2014-03-06,volebni_ucast_psp_1,spisene,121,0.114,1058,NA,Kamil Gregor,
cvvm_2014-03-06_volebni_ucast_psp_1_rozhodnene,cvvm_2014-03-06,volebni_ucast_psp_1,rozhodnene,224,0.212,1058,NA,Kamil Gregor,
cvvm_2014-03-06_volebni_ucast_psp_1_bezprava,cvvm_2014-03-06,volebni_ucast_psp_1,bezprava,32,0.03,1058,NA,Kamil Gregor,
cvvm_2014-03-06_volebni_ucast_psp_1_nevi,cvvm_2014-03-06,volebni_ucast_psp_1,nevi,54,0.051,1058,NA,Kamil Gregor,
cvvm_2014-03-06_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-03-06,volebni_ucast_psp_1,bezodpovedi,3,NA,NA,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_cssd,cvvm_2014-03-06,stranicke_preference_psp_1,cssd,186,0.236,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_ods,cvvm_2014-03-06,stranicke_preference_psp_1,ods,38,0.048,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_kscm,cvvm_2014-03-06,stranicke_preference_psp_1,kscm,97,0.123,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_kducsl,cvvm_2014-03-06,stranicke_preference_psp_1,kducsl,41,0.052,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_sz,cvvm_2014-03-06,stranicke_preference_psp_1,sz,27,0.034,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_top09,cvvm_2014-03-06,stranicke_preference_psp_1,top09,73,0.093,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_vv,cvvm_2014-03-06,stranicke_preference_psp_1,vv,0,0,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_spo,cvvm_2014-03-06,stranicke_preference_psp_1,spo,4,0.005,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_hv,cvvm_2014-03-06,stranicke_preference_psp_1,hv,1,0.001,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_ano,cvvm_2014-03-06,stranicke_preference_psp_1,ano,186,0.236,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_usvit,cvvm_2014-03-06,stranicke_preference_psp_1,usvit,35,0.044,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_zadna,cvvm_2014-03-06,stranicke_preference_psp_1,zadna,1,0.001,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_ostatni,cvvm_2014-03-06,stranicke_preference_psp_1,ostatni,2,0.003,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_pirati,cvvm_2014-03-06,stranicke_preference_psp_1,pirati,11,0.014,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-03-06,stranicke_preference_psp_1,ostatnivyroky,8,0.01,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_nevi,cvvm_2014-03-06,stranicke_preference_psp_1,nevi,78,0.099,788,NA,Kamil Gregor,
cvvm_2014-03-06_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-03-06,stranicke_preference_psp_1,bezodpovedi,14,NA,NA,NA,Kamil Gregor,
cvvm_2014-04-10_volebni_ucast_psp_1_rozhodneano,cvvm_2014-04-10,volebni_ucast_psp_1,rozhodneano,278,0.271,1026,NA,Kamil Gregor,
cvvm_2014-04-10_volebni_ucast_psp_1_spiseano,cvvm_2014-04-10,volebni_ucast_psp_1,spiseano,330,0.322,1026,NA,Kamil Gregor,
cvvm_2014-04-10_volebni_ucast_psp_1_spisene,cvvm_2014-04-10,volebni_ucast_psp_1,spisene,96,0.094,1026,NA,Kamil Gregor,
cvvm_2014-04-10_volebni_ucast_psp_1_rozhodnene,cvvm_2014-04-10,volebni_ucast_psp_1,rozhodnene,205,0.2,1026,NA,Kamil Gregor,
cvvm_2014-04-10_volebni_ucast_psp_1_bezprava,cvvm_2014-04-10,volebni_ucast_psp_1,bezprava,41,0.04,1026,NA,Kamil Gregor,
cvvm_2014-04-10_volebni_ucast_psp_1_nevi,cvvm_2014-04-10,volebni_ucast_psp_1,nevi,76,0.074,1026,NA,Kamil Gregor,
cvvm_2014-04-10_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-04-10,volebni_ucast_psp_1,bezodpovedi,1,NA,NA,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_cssd,cvvm_2014-04-10,stranicke_preference_psp_1,cssd,165,0.228,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_ods,cvvm_2014-04-10,stranicke_preference_psp_1,ods,39,0.054,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_kscm,cvvm_2014-04-10,stranicke_preference_psp_1,kscm,80,0.111,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_kducsl,cvvm_2014-04-10,stranicke_preference_psp_1,kducsl,41,0.057,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_sz,cvvm_2014-04-10,stranicke_preference_psp_1,sz,22,0.03,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_top09,cvvm_2014-04-10,stranicke_preference_psp_1,top09,63,0.087,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_vv,cvvm_2014-04-10,stranicke_preference_psp_1,vv,0,0,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_spo,cvvm_2014-04-10,stranicke_preference_psp_1,spo,2,0.003,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_hv,cvvm_2014-04-10,stranicke_preference_psp_1,hv,0,0,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_ano,cvvm_2014-04-10,stranicke_preference_psp_1,ano,199,0.275,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_usvit,cvvm_2014-04-10,stranicke_preference_psp_1,usvit,24,0.033,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_zadna,cvvm_2014-04-10,stranicke_preference_psp_1,zadna,3,0.004,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_ostatni,cvvm_2014-04-10,stranicke_preference_psp_1,ostatni,14,0.019,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_pirati,cvvm_2014-04-10,stranicke_preference_psp_1,pirati,10,0.014,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-04-10,stranicke_preference_psp_1,ostatnivyroky,4,0.006,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_nevi,cvvm_2014-04-10,stranicke_preference_psp_1,nevi,57,0.079,723,NA,Kamil Gregor,
cvvm_2014-04-10_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-04-10,stranicke_preference_psp_1,bezodpovedi,57,NA,NA,NA,Kamil Gregor,
cvvm_2014-05-08_volebni_ucast_psp_1_rozhodneano,cvvm_2014-05-08,volebni_ucast_psp_1,rozhodneano,306,0.298,1026,NA,Kamil Gregor,
cvvm_2014-05-08_volebni_ucast_psp_1_spiseano,cvvm_2014-05-08,volebni_ucast_psp_1,spiseano,296,0.288,1026,NA,Kamil Gregor,
cvvm_2014-05-08_volebni_ucast_psp_1_spisene,cvvm_2014-05-08,volebni_ucast_psp_1,spisene,100,0.097,1026,NA,Kamil Gregor,
cvvm_2014-05-08_volebni_ucast_psp_1_rozhodnene,cvvm_2014-05-08,volebni_ucast_psp_1,rozhodnene,231,0.225,1026,NA,Kamil Gregor,
cvvm_2014-05-08_volebni_ucast_psp_1_bezprava,cvvm_2014-05-08,volebni_ucast_psp_1,bezprava,32,0.031,1026,NA,Kamil Gregor,
cvvm_2014-05-08_volebni_ucast_psp_1_nevi,cvvm_2014-05-08,volebni_ucast_psp_1,nevi,61,0.059,1026,NA,Kamil Gregor,
cvvm_2014-05-08_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-05-08,volebni_ucast_psp_1,bezodpovedi,1,NA,NA,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_cssd,cvvm_2014-05-08,stranicke_preference_psp_1,cssd,158,0.211,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_ods,cvvm_2014-05-08,stranicke_preference_psp_1,ods,37,0.049,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_kscm,cvvm_2014-05-08,stranicke_preference_psp_1,kscm,85,0.113,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_kducsl,cvvm_2014-05-08,stranicke_preference_psp_1,kducsl,46,0.061,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_sz,cvvm_2014-05-08,stranicke_preference_psp_1,sz,14,0.019,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_top09,cvvm_2014-05-08,stranicke_preference_psp_1,top09,59,0.079,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_vv,cvvm_2014-05-08,stranicke_preference_psp_1,vv,0,0,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_spo,cvvm_2014-05-08,stranicke_preference_psp_1,spo,3,0.004,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_hv,cvvm_2014-05-08,stranicke_preference_psp_1,hv,0,0,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_ano,cvvm_2014-05-08,stranicke_preference_psp_1,ano,217,0.289,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_usvit,cvvm_2014-05-08,stranicke_preference_psp_1,usvit,22,0.029,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_zadna,cvvm_2014-05-08,stranicke_preference_psp_1,zadna,2,0.003,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_ostatni,cvvm_2014-05-08,stranicke_preference_psp_1,ostatni,4,0.005,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_pirati,cvvm_2014-05-08,stranicke_preference_psp_1,pirati,16,0.021,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_svobodni,cvvm_2014-05-08,stranicke_preference_psp_1,svobodni,7,0.009,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-05-08,stranicke_preference_psp_1,ostatnivyroky,7,0.009,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_nevi,cvvm_2014-05-08,stranicke_preference_psp_1,nevi,73,0.097,750,NA,Kamil Gregor,
cvvm_2014-05-08_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-05-08,stranicke_preference_psp_1,bezodpovedi,13,NA,NA,NA,Kamil Gregor,
cvvm_2014-06-05_volebni_ucast_psp_1_rozhodneano,cvvm_2014-06-05,volebni_ucast_psp_1,rozhodneano,273,0.261,1045,NA,Kamil Gregor,
cvvm_2014-06-05_volebni_ucast_psp_1_spiseano,cvvm_2014-06-05,volebni_ucast_psp_1,spiseano,329,0.315,1045,NA,Kamil Gregor,
cvvm_2014-06-05_volebni_ucast_psp_1_spisene,cvvm_2014-06-05,volebni_ucast_psp_1,spisene,102,0.098,1045,NA,Kamil Gregor,
cvvm_2014-06-05_volebni_ucast_psp_1_rozhodnene,cvvm_2014-06-05,volebni_ucast_psp_1,rozhodnene,240,0.23,1045,NA,Kamil Gregor,
cvvm_2014-06-05_volebni_ucast_psp_1_bezprava,cvvm_2014-06-05,volebni_ucast_psp_1,bezprava,34,0.033,1045,NA,Kamil Gregor,
cvvm_2014-06-05_volebni_ucast_psp_1_nevi,cvvm_2014-06-05,volebni_ucast_psp_1,nevi,67,0.064,1045,NA,Kamil Gregor,
cvvm_2014-06-05_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-06-05,volebni_ucast_psp_1,bezodpovedi,4,NA,NA,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_cssd,cvvm_2014-06-05,stranicke_preference_psp_1,cssd,173,0.229,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_ods,cvvm_2014-06-05,stranicke_preference_psp_1,ods,52,0.069,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_kscm,cvvm_2014-06-05,stranicke_preference_psp_1,kscm,101,0.134,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_kducsl,cvvm_2014-06-05,stranicke_preference_psp_1,kducsl,35,0.046,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_sz,cvvm_2014-06-05,stranicke_preference_psp_1,sz,12,0.016,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_top09,cvvm_2014-06-05,stranicke_preference_psp_1,top09,77,0.102,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_vv,cvvm_2014-06-05,stranicke_preference_psp_1,vv,0,0,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_spo,cvvm_2014-06-05,stranicke_preference_psp_1,spo,3,0.004,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_hv,cvvm_2014-06-05,stranicke_preference_psp_1,hv,1,0.001,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_ano,cvvm_2014-06-05,stranicke_preference_psp_1,ano,197,0.261,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_usvit,cvvm_2014-06-05,stranicke_preference_psp_1,usvit,16,0.021,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_zadna,cvvm_2014-06-05,stranicke_preference_psp_1,zadna,1,0.001,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_ostatni,cvvm_2014-06-05,stranicke_preference_psp_1,ostatni,5,0.007,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_pirati,cvvm_2014-06-05,stranicke_preference_psp_1,pirati,15,0.02,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_svobodni,cvvm_2014-06-05,stranicke_preference_psp_1,svobodni,7,0.009,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-06-05,stranicke_preference_psp_1,ostatnivyroky,10,0.013,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_nevi,cvvm_2014-06-05,stranicke_preference_psp_1,nevi,49,0.065,754,NA,Kamil Gregor,
cvvm_2014-06-05_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-06-05,stranicke_preference_psp_1,bezodpovedi,17,NA,NA,NA,Kamil Gregor,
cvvm_2014-09-11_volebni_ucast_psp_1_rozhodneano,cvvm_2014-09-11,volebni_ucast_psp_1,rozhodneano,262,0.258,1017,NA,Kamil Gregor,
cvvm_2014-09-11_volebni_ucast_psp_1_spiseano,cvvm_2014-09-11,volebni_ucast_psp_1,spiseano,307,0.302,1017,NA,Kamil Gregor,
cvvm_2014-09-11_volebni_ucast_psp_1_spisene,cvvm_2014-09-11,volebni_ucast_psp_1,spisene,109,0.107,1017,NA,Kamil Gregor,
cvvm_2014-09-11_volebni_ucast_psp_1_rozhodnene,cvvm_2014-09-11,volebni_ucast_psp_1,rozhodnene,243,0.239,1017,NA,Kamil Gregor,
cvvm_2014-09-11_volebni_ucast_psp_1_bezprava,cvvm_2014-09-11,volebni_ucast_psp_1,bezprava,36,0.035,1017,NA,Kamil Gregor,
cvvm_2014-09-11_volebni_ucast_psp_1_nevi,cvvm_2014-09-11,volebni_ucast_psp_1,nevi,60,0.059,1017,NA,Kamil Gregor,
cvvm_2014-09-11_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-09-11,volebni_ucast_psp_1,bezodpovedi,0,NA,NA,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_cssd,cvvm_2014-09-11,stranicke_preference_psp_1,cssd,165,0.231,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_ods,cvvm_2014-09-11,stranicke_preference_psp_1,ods,53,0.074,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_kscm,cvvm_2014-09-11,stranicke_preference_psp_1,kscm,83,0.116,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_kducsl,cvvm_2014-09-11,stranicke_preference_psp_1,kducsl,36,0.05,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_sz,cvvm_2014-09-11,stranicke_preference_psp_1,sz,9,0.013,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_top09,cvvm_2014-09-11,stranicke_preference_psp_1,top09,53,0.074,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_vv,cvvm_2014-09-11,stranicke_preference_psp_1,vv,0,0,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_spo,cvvm_2014-09-11,stranicke_preference_psp_1,spo,2,0.003,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_hv,cvvm_2014-09-11,stranicke_preference_psp_1,hv,0,0,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_ano,cvvm_2014-09-11,stranicke_preference_psp_1,ano,182,0.255,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_usvit,cvvm_2014-09-11,stranicke_preference_psp_1,usvit,9,0.013,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_zadna,cvvm_2014-09-11,stranicke_preference_psp_1,zadna,3,0.004,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_ostatni,cvvm_2014-09-11,stranicke_preference_psp_1,ostatni,10,0.014,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_pirati,cvvm_2014-09-11,stranicke_preference_psp_1,pirati,11,0.015,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_svobodni,cvvm_2014-09-11,stranicke_preference_psp_1,svobodni,3,0.004,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-09-11,stranicke_preference_psp_1,ostatnivyroky,9,0.013,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_nevi,cvvm_2014-09-11,stranicke_preference_psp_1,nevi,87,0.122,715,NA,Kamil Gregor,
cvvm_2014-09-11_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-09-11,stranicke_preference_psp_1,bezodpovedi,23,NA,NA,NA,Kamil Gregor,
cvvm_2014-10-04_volebni_ucast_psp_1_rozhodneano,cvvm_2014-10-04,volebni_ucast_psp_1,rozhodneano,301,0.288,1044,NA,Kamil Gregor,
cvvm_2014-10-04_volebni_ucast_psp_1_spiseano,cvvm_2014-10-04,volebni_ucast_psp_1,spiseano,325,0.311,1044,NA,Kamil Gregor,
cvvm_2014-10-04_volebni_ucast_psp_1_spisene,cvvm_2014-10-04,volebni_ucast_psp_1,spisene,95,0.091,1044,NA,Kamil Gregor,
cvvm_2014-10-04_volebni_ucast_psp_1_rozhodnene,cvvm_2014-10-04,volebni_ucast_psp_1,rozhodnene,224,0.215,1044,NA,Kamil Gregor,
cvvm_2014-10-04_volebni_ucast_psp_1_bezprava,cvvm_2014-10-04,volebni_ucast_psp_1,bezprava,40,0.038,1044,NA,Kamil Gregor,
cvvm_2014-10-04_volebni_ucast_psp_1_nevi,cvvm_2014-10-04,volebni_ucast_psp_1,nevi,59,0.057,1044,NA,Kamil Gregor,
cvvm_2014-10-04_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-10-04,volebni_ucast_psp_1,bezodpovedi,1,NA,NA,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_cssd,cvvm_2014-10-04,stranicke_preference_psp_1,cssd,176,0.227,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_ods,cvvm_2014-10-04,stranicke_preference_psp_1,ods,40,0.052,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_kscm,cvvm_2014-10-04,stranicke_preference_psp_1,kscm,90,0.116,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_kducsl,cvvm_2014-10-04,stranicke_preference_psp_1,kducsl,49,0.063,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_sz,cvvm_2014-10-04,stranicke_preference_psp_1,sz,4,0.005,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_top09,cvvm_2014-10-04,stranicke_preference_psp_1,top09,69,0.089,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_vv,cvvm_2014-10-04,stranicke_preference_psp_1,vv,0,0,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_spo,cvvm_2014-10-04,stranicke_preference_psp_1,spo,1,0.001,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_hv,cvvm_2014-10-04,stranicke_preference_psp_1,hv,0,0,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_ano,cvvm_2014-10-04,stranicke_preference_psp_1,ano,209,0.269,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_usvit,cvvm_2014-10-04,stranicke_preference_psp_1,usvit,19,0.024,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_zadna,cvvm_2014-10-04,stranicke_preference_psp_1,zadna,3,0.004,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_ostatni,cvvm_2014-10-04,stranicke_preference_psp_1,ostatni,10,0.013,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_pirati,cvvm_2014-10-04,stranicke_preference_psp_1,pirati,14,0.018,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_svobodni,cvvm_2014-10-04,stranicke_preference_psp_1,svobodni,8,0.01,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_ostatnivyroky,cvvm_2014-10-04,stranicke_preference_psp_1,ostatnivyroky,11,0.014,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_nevi,cvvm_2014-10-04,stranicke_preference_psp_1,nevi,73,0.094,776,NA,Kamil Gregor,
cvvm_2014-10-04_stranicke_preference_psp_1_bezodpovedi,cvvm_2014-10-04,stranicke_preference_psp_1,bezodpovedi,4,NA,NA,NA,Kamil Gregor,
cvvm_2014-11-06_volebni_ucast_psp_1_rozhodneano,cvvm_2014-11-06,volebni_ucast_psp_1,rozhodneano,265,0.245,1083,NA,Kamil Gregor,
cvvm_2014-11-06_volebni_ucast_psp_1_spiseano,cvvm_2014-11-06,volebni_ucast_psp_1,spiseano,325,0.3,1083,NA,Kamil Gregor,
cvvm_2014-11-06_volebni_ucast_psp_1_spisene,cvvm_2014-11-06,volebni_ucast_psp_1,spisene,131,0.121,1083,NA,Kamil Gregor,
cvvm_2014-11-06_volebni_ucast_psp_1_rozhodnene,cvvm_2014-11-06,volebni_ucast_psp_1,rozhodnene,263,0.243,1083,NA,Kamil Gregor,
cvvm_2014-11-06_volebni_ucast_psp_1_bezprava,cvvm_2014-11-06,volebni_ucast_psp_1,bezprava,41,0.038,1083,NA,Kamil Gregor,
cvvm_2014-11-06_volebni_ucast_psp_1_nevi,cvvm_2014-11-06,volebni_ucast_psp_1,nevi,58,0.054,1083,NA,Kamil Gregor,
cvvm_2014-11-06_volebni_ucast_psp_1_bezodpovedi,cvvm_2014-11-06,volebni_ucast_psp_1,bezodpovedi,2,NA,NA,NA,Kamil Gregor,
cvvm_2014-11-06_stranicke_preference_psp_1_cssd,cvvm_2014-11-06,stranicke_preference_psp_1,cssd,169,0.221,765,NA,Kamil Gregor,
cvvm_2014-11-06_stranicke_preference_psp_1_ods,cvvm_2014-11-06,stranicke_preference_psp_1,ods,39,0.051,765,NA,Kamil Gregor,
